,titles,authors,ratings,num_ratings,id,img,description,pages,genre,format
6472,Money in the Bank,Cyril Hare,4.13,414,16400,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1265541642l/16400.jpg, ,,set(),
6473,Circus Days Again,Antoine de Saint-Exupéry,4.03,501,1441688,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1350921569l/1441688.jpg,Jimmy and Lotta decide something must be done about the new ringmaster. since he arrived everything has started to go wrong for the famous,184 pages,"{'Childrens', 'Fiction', 'Adventure'}",Hardcover
6474,More Adventures on Willow Farm,Susanne K. Langer,4.07,456,1037077,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388502251l/1037077.jpg, ,,set(),
6475,The Fall of Paris,P.G. Wodehouse,4.29,189,931981,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347617221l/931981.jpg, ,,set(),
6476,Lee's Lieutenants: A Study In Command (Volume I: Manassas to Malvern Hill),Enid Blyton,4.41,400,7224904,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525439818l/7224904.jpg, ,,set(),
6477,بهائی گری، شیعه گری، صوفی گری,Enid Blyton,3.80,189,1323878,, ,,set(),
6478,Men at War,Ilya Ehrenburg,4.00 ,172,157473,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329637169l/157473.jpg, ,,set(),
6479,The Psychology of C.G. Jung,Douglas Southall Freeman,4.14,259,863480,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348579494l/863480.jpg, ,,set(),
6480,The Emperor's Snuff-Box,احمد کسروی,3.84,402,63723,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387665614l/63723.jpg, ,,set(),
6481,The Street of the City,Ernest Hemingway,4.24,360,574103,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406512499l/574103.jpg, ,,set(),
6482,A Bride Goes West,"(Editor, Introduction)",4.00 ,232,557389,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1270840043l/557389.jpg, ,,set(),
6483,The Dead Shall be Raised & Murder of a Quack (Chief Inspector Littlejohn #4-5),Jolande Jacobi,4.00 ,353,29967406,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461185843l/29967406._SX318_.jpg, ,,set(),
6484,Les Yeux d'Elsa,John Dickson Carr,4.09,278,431426,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1174693844l/431426._SY475_.jpg, ,,set(),
6485,On Man in the Universe,Grace Livingston Hill,3.88,117,637344,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492597757l/637344.jpg, ,,set(),
6486,Meet Me in St. Louis,Nannie T. Alderson,3.80,206,1366387,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388228168l/1366387.jpg, ,,set(),
6487,The Man Who Killed the Deer,George Bellairs,3.88,310,1005709,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1180155835l/1005709.jpg, ,,set(),
6488,Der Wendepunkt,Louis Aragon,4.37,235,223755,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172854513l/223755.jpg, ,,set(),
6489,The Girl of the Woods,Aristotle,4.10,376,477276,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381803124l/477276.jpg, ,,set(),
6490,Shadow The Sheepdog,Sally Benson,4.33,327,1442955,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1255619921l/1442955.jpg, ,,set(),
6491,Physics and Philosophy,Frank Waters,3.90,147,1516725,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347489067l/1516725.jpg, ,,set(),
6492,The Book of Small,Klaus Mann,3.91,254,149187,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328759668l/149187.jpg, ,,set(),
6493,The Land of Far Beyond: A re-telling of 'The Pilgrim's Progress',Grace Livingston Hill,4.23,320,516065,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348018462l/516065.jpg, ,,set(),
6494,La strada che va in città,Enid Blyton,3.64,319,12247274,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312252473l/12247274.jpg, ,,set(),
6495,Hello Mr Twiddle,James Hopwood Jeans,3.98,289,487476,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1175179223l/487476.jpg, ,,set(),
6496,Spring Magic,Emily Carr,4.08,269,6388324,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476698310l/6388324.jpg,"Twenty-five year old Frances Field wanted desperately to get away from her guardians' dull London townhouse. Unforeseen circumstances finally gave her the chance to escape. She decided for the first time in her life to go off on her own, to a quiet fishing village in Scotland. There she is drawn to the sophisticated, dazzling world of army men and their wives, and finds herself falling in love with one especially charming young officer...whose affections are elsewhere engaged.",253 pages,"{'Scotland', 'Historical', 'Historical Fiction', 'World War II', 'War', 'Cultural', 'Fiction', 'Romance'}",
6497,The Theory of Capitalist Development,Enid Blyton,3.98,108,1583550,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347419176l/1583550.jpg, ,,set(),
6498,Marling Hall,Natalia Ginzburg,3.90,282,835442,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455424864l/835442.jpg, ,,set(),
6499,Breakfast With The Nikolides,Enid Blyton,3.64,223,1196030,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1181792536l/1196030.jpg, ,,set(),
6500,The World's Great Speeches,D.E. Stevenson,4.00 ,123,168638,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328865822l/168638.jpg, ,,set(),
6501,The False Principle of Our Education,Paul M. Sweezy,3.67,113,416319,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347223119l/416319.jpg, ,,set(),
6502,What Happened in History,Angela Thirkell,3.98,128,961180,, ,,set(),
6503,The Master Book of Candle Burning,Rumer Godden,3.84,93,407771,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266546163l/407771.jpg, ,,set(),
6504,Generation of Vipers,Lewis Copeland,3.86,134,347395,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388550466l/347395.jpg, ,,set(),
6505,"The Blue Hills (Torminster, #3)",(Editor),4.08,184,855914,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1259417914l/855914.jpg, ,,set(),
6506,Le Parti pris des choses / Douze petits écrits / Proêmes,Max Stirner,3.52,293,1277995,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359388846l/1277995.jpg, ,217 pages,"{'France', 'Classics', 'Read For School', 'Literature', 'Academic', 'French Literature', 'Cultural', 'Fiction', 'European Literature', 'School', 'Poetry'}",
6507,The Wasteland & Four Quartets,V. Gordon Childe,4.41,259,823162,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1178695864l/823162._SX318_.jpg, ,,set(),
6508,"Get Tough! How to Win in Hand-to-Hand Fighting, As Taught to the British Commandos, and U.S. Armed Forces",Henri Gamache,4.06,201,662262,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347223892l/662262.jpg, ,,set(),
6509,The Catbird Seat,Philip Wylie,3.86,297,2585686,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464072877l/2585686._SY475_.jpg, ,,set(),
6510,The Prodigal Women,Elizabeth Goudge,3.87,63,2977275,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319165329l/2977275.jpg, ,,set(),
6511,"T.S. Eliot Reads: The Wasteland, Four Quartets and Other Poems",Francis Ponge,4.31,292,22572,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347782618l/22572.jpg, ,,set(),
6512,علم النفس وكيف يمكن أن يساعدك,T.S. Eliot,3.27,97,17695399,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364323591l/17695399.jpg, ,,set(),
6513,Os Sete Mensageiros,W.E. Fairbairn,4.21,261,9866289,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375993999l/9866289.jpg, ,,set(),
6514,The Wisdom of China and India,James Thurber,4.28,60,2306325,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1539549613l/2306325._SY475_.jpg, ,,set(),
6515,The Magic Brush and Other Stories (Enid Blyton's Popular Rewards Series 1),Nancy Hale,3.98,204,955945,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1205903500l/955945.jpg, ,,set(),
6516,Can Capitalism Survive? Creative Destruction and the Future of the Global Economy,T.S. Eliot,3.84,76,6644043,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348778632l/6644043.jpg,"In this new addition to the Harper Perennial Modern Thought series, preeminent economist Joseph Schumpeter, author of Capitalism, Socialism, and Democracy, offers his celebrated answer to question everyone is now asking: Can Capitalism Survive? His answer: “No. I do not think it can.” Learn his fascinating reason why in this fascinating book of philosophy containing the",208 pages,"{'Sociology', 'Economics', 'Politics', 'Nonfiction'}",
6517,Love's Lovely Counterfeit,Reginald William Wilde,3.42,172,441816,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1194640416l/441816.jpg, ,,set(),
6518,A Shortened History of England,Dino Buzzati,3.88,129,235683,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387737914l/235683.jpg, ,,set(),
6519,Crimson Mountain,Lin Yutang,4.09,267,574075,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450803822l/574075._SY475_.jpg, ,,set(),
6520,Дракон. Пьесы 1934-1943,(Editor),4.49,281,12778201,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317585722l/12778201.jpg, ,,set(),
6521,The Highland Twins at the Chalet School,Enid Blyton,4.08,236,1175247,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319798807l/1175247.jpg, ,,set(),
6522,A Tale of Two Cities (Classics Illustrated #6),Joseph Schumpeter,3.87,137,34861562,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492260474l/34861562.jpg,"A Tale of Two Cities (1859) is a novel by Charles Dickens, set in London and Paris before and during the French Revolution. The novel depicts the plight of the French peasantry demoralized by the French aristocracy in the years leading up to the revolution, the corresponding brutality demonstrated by the revolutionaries toward the former aristocrats in the early years of the revolution, and many unflattering social parallels with life in London during the same period.",68 pages,"{'Sequential Art', 'Comics', 'Classics', 'Fiction', 'Graphic Novels'}",
6523,Great Short Works,James M. Cain,3.76,206,49545,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410137148l/49545.jpg, ,,set(),
6524,Land of Unreason,George Macaulay Trevelyan,3.58,170,952494,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1306695661l/952494.jpg, ,,set(),
6525,The Puritan Family: Religion and Domestic Relations in Seventeenth-Century New England,Grace Livingston Hill,3.80,127,770498,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347702011l/770498.jpg, ,,set(),
6526,"Ego, Hunger and Aggression",Evgeny Shvarts,3.94,125,180690,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442752779l/180690.jpg, ,,set(),
6527,The Babylonian Genesis,Elinor M. Brent-Dyer,3.54,151,183990,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389080508l/183990.jpg, ,,set(),
6528,A Tree Grows in Brooklyn,Betty Smith,4.26,363327,14891,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327883484l/14891.jpg, ,,set(),
6529,The Fountainhead,Ayn Rand,3.86,283903,2122,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491163636l/2122._SY475_.jpg,"The revolutionary literary vision that sowed the seeds of Objectivism, Ayn Rand's groundbreaking philosophy, and brought her immediate worldwide acclaim.  This modern classic is the story of intransigent young architect Howard Roark, whose integrity was as unyielding as granite...of Dominique Francon, the exquisitely beautiful woman who loved Roark passionately, but married his worst enemy...and of the fanatic denunciation unleashed by an enraged society against a great creator. As fresh today as it was then, Rand’s provocative novel presents one of the most challenging ideas in all of fiction—that man’s ego is the fountainhead of human progress...  “A writer of great power. She has a subtle and ingenious mind and the capacity of writing brilliantly, beautifully, bitterly...This is the only novel of ideas written by an American woman that I can recall.”—The New York Times",704 pages,"{'Adult', 'Literary Fiction', 'Architecture', 'Classics', 'Philosophy', 'American', 'Fiction', 'Politics', 'Literature', 'Novels'}",
6530,The Little Prince,Antoine de Saint-Exupéry,4.30,1168036,157993,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367545443l/157993.jpg, ,,set(),
6531,"The Little House Collection (Little House, #1-9)",Laura Ingalls Wilder,4.34,137180,114345,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577932823l/114345._SX318_.jpg, ,,set(),
6532,Being and Nothingness,Jean-Paul Sartre,3.96,24540,10033,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329978583l/10033.jpg, ,,set(),
6533,"These Happy Golden Years (Little House, #8)",Laura Ingalls Wilder,4.19,62876,77770,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389579632l/77770.jpg, ,,set(),
6534,The Glass Bead Game,Hermann Hesse,4.11,29470,16634,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386922806l/16634.jpg, ,,set(),
6535,"Perelandra (The Space Trilogy, #2)",C.S. Lewis,3.98,37463,100924,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388623162l/100924.jpg, ,,set(),
6536,Kürk Mantolu Madonna,Sabahattin Ali,4.45,33899,220826,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362477552l/220826.jpg, ,,set(),
6537,The Abolition of Man,C.S. Lewis,4.08,20643,25825420,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435685201l/25825420._SY475_.jpg, ,,set(),
6538,Johnny Tremain,Esther Forbes,3.64,37687,816870,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529294679l/816870._SX318_.jpg, ,,set(),
6539,"The Magic Faraway Tree (The Faraway Tree, #2)",Enid Blyton,4.29,31015,74998,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389353760l/74998.jpg, ,,set(),
6540,Malgudi Days,R.K. Narayan,4.21,14683,14082,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455574981l/14082.jpg, ,,set(),
6541,Figure Drawing for All It's Worth,Andrew Loomis,4.00 ,15136,147941,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387701635l/147941.jpg, ,,set(),
6542,Four Quartets,T.S. Eliot,4.37,13378,80410,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547657432l/80410._SY475_.jpg, ,,set(),
6543,"The Lady in the Lake (Philip Marlowe, #4)",Raymond Chandler,4.07,16323,776159,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1501530591l/776159._SY475_.jpg, ,,set(),
6544,"Five Go Adventuring Again (Famous Five, #2)",Enid Blyton,4.02,14151,17487,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408923873l/17487.jpg, ,,set(),
6545,"The Secret of the Unicorn (Tintin, #11)",Hergé,4.28,12788,179174,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344263637l/179174.jpg, ,,set(),
6546,"Red Rackham's Treasure (Tintin, #12)",Hergé,4.26,12680,146109,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352642695l/146109.jpg, ,,set(),
6547,Our Lady of the Flowers,Jean Genet,4.03,4904,53003,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414962933l/53003.jpg, ,,set(),
6548,Bedknob and Broomstick,Mary Norton,4.03,10119,474211,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444430049l/474211._SY475_.jpg, ,,set(),
6549,Galileo,Bertolt Brecht,3.73,8750,64410,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388231215l/64410.jpg, ,,set(),
6550,പ്രേമലേഖനം | Premalekhanam,Vaikom Muhammad Basheer,4.03,2952,13170523,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1323256439l/13170523.jpg, ,,set(),
6551,Near to the Wild Heart,Clarice Lispector,4.03,3546,153425,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331151400l/153425.jpg, ,,set(),
6552,Katy and the Big Snow,Virginia Lee Burton,4.24,11171,764166,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348376975l/764166.jpg, ,,set(),
6553,The Big Rock Candy Mountain,Wallace Stegner,4.15,6557,10801,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389231736l/10801.jpg, ,,set(),
6554,"Mary Poppins Opens the Door (Mary Poppins, #3)",P.L. Travers,4.11,6929,152383,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432526060l/152383._SX318_.jpg, ,,set(),
6555,Bound for Glory,Woody Guthrie,4.13,4797,761256,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327887034l/761256.jpg, ,,set(),
6556,The Ministry of Fear,Graham Greene,3.81,4429,213653,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388198880l/213653.jpg, ,,set(),
6557,The Gastronomical Me,M.F.K. Fisher,4.21,3221,304032,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312021479l/304032.jpg, ,,set(),
